MR,ML,SU,Microphone,Eye,ECG,PressureSensor
-0.060355,0.071095,-0.16378,-0.00044453,0.00072384,0.1036,
-0.059033,0.078283,-0.18729,-0.00044358,0.00073898,0.10358,
-0.047022,0.071059,-0.16981,-0.00056219,0.00070906,0.10357,
-0.026877,0.057528,-0.10964,-0.00068855,0.00068879,0.10357,
-0.0090965,0.04656,-0.032648,-0.00059462,0.00066864,0.10356,
0.0047733,0.034849,0.031171,-0.00047433,0.00064456,0.10354,
0.018398,0.018891,0.077135,-0.00051045,0.00064325,0.10353,
0.026582,0.0062686,0.10939,-0.00055146,0.00064969,0.10352,
0.01802,0.0045885,0.11575,-0.00049019,0.0006727,0.10353,
-0.011203,0.0088447,0.090971,-0.00045645,0.00070488,0.10354,
-0.05445,0.0089921,0.069931,-0.0004698,0.00073481,0.10357,
-0.10022,0.0031289,0.099612,-0.00045371,0.0007633,0.10357,
-0.13532,-0.0040593,0.17384,-0.00050783,0.00079024,0.10356,
-0.14775,-0.0098542,0.22446,-0.00064862,0.00080025,0.10354,
-0.13342,-0.013821,0.19707,-0.00065815,0.00079727,0.10351,
-0.10019,-0.014317,0.12059,-0.00056803,0.00078952,0.10348,
-0.062892,-0.010704,0.071128,-0.00055408,0.00078416,0.10346,
-0.032733,-0.0064163,0.070157,-0.00056791,0.00076938,0.10345,
-0.0094581,-0.006357,0.064304,-0.00056672,0.00075114,0.10345,
0.01579,-0.012857,0.02098,-0.0005362,0.00075316,0.10344,
0.046961,-0.023992,-0.01559,-0.00048721,0.00074959,0.10344,
0.074663,-0.033127,-0.0064475,-0.00050616,0.00073731,0.10343,
0.087173,-0.032779,0.002153,-0.00055242,0.00072896,0.10344,
0.087797,-0.023366,-0.05353,-0.00060976,0.00070739,0.10345,
0.091804,-0.014799,-0.14854,-0.00063682,0.00068676,0.10344,
0.10431,-0.014427,-0.19944,-0.00062609,0.00068438,0.10345,
0.10932,-0.01677,-0.17242,-0.00059259,0.00071859,0.10346,
0.083158,-0.010311,-0.10125,-0.00056481,0.00076306,0.10346,
0.012703,0.0076243,-0.023939,-0.00058043,0.00078726,0.10347,
-0.095701,0.027006,0.041779,-0.00058877,0.0008086,0.10348,
-0.2102,0.035445,0.078632,-0.00056839,0.00081313,0.10347,
-0.27852,0.028916,0.07599,-0.0005542,0.00082147,0.10347,
-0.26237,0.011258,0.04921,-0.0005796,0.00085437,0.10347,
-0.17297,-0.013029,0.022898,-0.00062346,0.00084031,0.10346,
-0.055301,-0.040296,0.0046044,-0.00064027,0.00078118,0.10345,
0.06332,-0.063035,-0.0070859,-0.00062513,0.00073385,0.10345,
0.18918,-0.07092,-0.0060738,-0.00062013,0.00071442,0.10347,
0.33172,-0.060919,0.012485,-0.00061476,0.00069571,0.10347,
0.48127,-0.042639,0.044296,-0.00062358,0.00065184,0.10347,
0.61436,-0.027562,0.085721,-0.00061202,0.00062919,0.10347,
0.7026,-0.013943,0.12762,-0.00058758,0.00060451,0.10348,
0.72481,0.0094067,0.14341,-0.00058424,0.00056529,0.10348,
0.68599,0.041744,0.12717,-0.00060821,0.00052845,0.10348,
0.61299,0.063616,0.13097,-0.00064683,0.00048018,0.10348,
0.52168,0.059872,0.19377,-0.00067878,0.00046659,0.10349,
0.40815,0.039585,0.24889,-0.00069141,0.00049376,0.1035,
0.27903,0.021357,0.19914,-0.00064814,0.00054312,0.10351,
0.15993,0.007875,0.073686,-0.00060439,0.00060606,0.10352,
0.059711,-0.010201,-0.0022474,-0.00065994,0.00067151,0.1035,
-0.042083,-0.032068,0.009381,-0.00069463,0.00070786,0.10349,
-0.1548,-0.045117,0.020557,-0.00060058,0.00073934,0.10346,
-0.254,-0.04273,-0.036581,-0.00058925,0.00074995,0.10344,
-0.31904,-0.030565,-0.12801,-0.00066781,0.00077224,0.10343,
-0.36627,-0.017881,-0.18425,-0.00070059,0.00077903,0.10342,
-0.42476,-0.012582,-0.16598,-0.00069225,0.00077248,0.10341,
-0.50225,-0.019779,-0.075375,-0.00066376,0.0007863,0.10341,
-0.5908,-0.036316,0.031077,-0.00064754,0.00080717,0.10341,
-0.67837,-0.051646,0.069806,-0.00066531,0.00082469,0.10339,
-0.73718,-0.059638,0.024321,-0.00068355,0.00081789,0.1034,
-0.73202,-0.064417,-0.032879,-0.00067186,0.00082397,0.10341,
-0.66265,-0.072771,-0.051604,-0.0006355,0.00079501,0.10343,
-0.56922,-0.086024,-0.06667,-0.00065267,0.00076294,0.10345,
-0.47664,-0.098694,-0.10879,-0.00070143,0.00072813,0.10345,
-0.36686,-0.10171,-0.13807,-0.00069988,0.00071526,0.10346,
-0.22592,-0.090711,-0.12083,-0.00067878,0.00069618,0.10346,
-0.07956,-0.073427,-0.09927,-0.00067437,0.00064552,0.10346,
0.042374,-0.062318,-0.12934,-0.00067139,0.00057828,0.10347,
0.14007,-0.057928,-0.2008,-0.00067461,0.00051546,0.10346,
0.2165,-0.047916,-0.25984,-0.00068927,0.00047326,0.10345,
0.25116,-0.025344,-0.27369,-0.00066376,0.00047636,0.10346,
0.22929,0.0014673,-0.24675,-0.00064564,0.00054371,0.10345,
0.17034,0.021305,-0.20074,-0.00068641,0.00061822,0.10344,
0.10423,0.033213,-0.15667,-0.00071156,0.00069129,0.10343,
0.041472,0.042809,-0.12104,-0.00068104,0.00072944,0.10341,
-0.01746,0.053468,-0.083247,-0.00065351,0.00079489,0.10339,
-0.068357,0.064514,-0.031297,-0.00067115,0.0008719,0.1034,
-0.11501,0.071661,0.035439,-0.00067866,0.0009501,0.10341,
-0.17259,0.069129,0.10627,-0.00068319,0.0010369,0.10341,
-0.24742,0.057455,0.15522,-0.00068057,0.0011058,0.10343,
-0.33214,0.046168,0.14658,-0.00064754,0.0011449,0.10345,
-0.419,0.043028,0.073641,-0.00064361,0.0011657,0.10344,
-0.489,0.04558,-0.014317,-0.00067961,0.0011473,0.10343,
-0.4956,0.047499,-0.052808,-0.00069487,0.0011221,0.10341,
-0.40218,0.047015,-0.023693,-0.00067103,0.0011153,0.10341,
-0.23324,0.046277,0.04321,-0.00065696,0.0010893,0.10341,
-0.045791,0.047944,0.10984,-0.00067317,0.0010185,0.10341,
0.14455,0.05322,0.15011,-0.00067234,0.00092077,0.10341,
0.36343,0.059471,0.15623,-0.00067341,0.00080347,0.10341,
0.60891,0.061267,0.1458,-0.00067306,0.00061691,0.1034,
0.83124,0.056355,0.13928,-0.00066173,0.00041974,0.10339,
0.98709,0.048067,0.12519,-0.00064862,0.00031435,0.10339,
1.0766,0.040394,0.08167,-0.00068212,0.00029695,0.10338,
1.1142,0.033668,0.029546,-0.0006963,0.00028336,0.10338,
1.0881,0.026467,0.016895,-0.00065637,0.00028646,0.10338,
0.97034,0.018818,0.050286,-0.00064623,0.00033951,0.10336,
0.76518,0.011194,0.088516,-0.00066888,0.00038576,0.10333,
0.52915,0.0028631,0.10654,-0.00067222,0.00047576,0.10331,
0.32741,-0.004762,0.1213,-0.00066674,0.00055504,0.10329,
0.17832,-0.0049105,0.14949,-0.00066173,0.00060666,0.10327,
0.057499,0.0082534,0.17695,-0.00066221,0.00062037,0.10326,
-0.055145,0.029419,0.17885,-0.00066268,0.0006206,0.10324,
-0.15697,0.044013,0.14551,-0.00067067,0.00065136,0.1032,
-0.24089,0.04295,0.080328,-0.00066209,0.00071692,0.10314,
-0.30451,0.032169,-0.0072744,-0.00062156,0.00075865,0.10309,
-0.34613,0.025155,-0.08567,-0.00061512,0.0007962,0.10307,
-0.37352,0.028302,-0.09103,-0.00063348,0.00083113,0.10303,
-0.40682,0.036348,0.01309,-0.0006454,0.00085545,0.10298,
-0.4505,0.04044,0.14514,-0.00064087,0.0008775,0.10291,
-0.47496,0.037089,0.14908,-0.00063324,0.00090396,0.10282,
-0.45096,0.030069,-0.010805,-0.0006237,0.00091803,0.10275,
-0.39159,0.026469,-0.17974,-0.00063908,0.00094163,0.10269,
-0.33692,0.029181,-0.22086,-0.00065494,0.00095952,0.10264,
-0.3062,0.031248,-0.19874,-0.00062835,0.00093889,0.10259,
-0.28552,0.022389,-0.24337,-0.00059056,0.00089705,0.10258,
-0.25508,0.0037856,-0.3299,-0.00059056,0.00086653,0.10262,
-0.21174,-0.011271,-0.33561,-0.00061524,0.0008527,0.10272,
-0.16845,-0.014803,-0.2445,-0.00063324,0.00086498,0.10289,
-0.14405,-0.012133,-0.15187,-0.00062943,0.0009011,0.10309,
-0.15783,-0.0098135,-0.10642,-0.0006125,0.00093532,0.1033,
-0.22882,-0.0091725,-0.06985,-0.00062346,0.00095832,0.10352,
-0.3608,-0.014162,-0.012015,-0.00062799,0.0010029,0.10371,
-0.51033,-0.028767,0.049636,-0.00061941,0.0010523,0.10386,
-0.59046,-0.043578,0.097099,-0.00060034,0.0010811,0.10403,
-0.54367,-0.042694,0.13286,-0.00057673,0.0010644,0.10422,
-0.40168,-0.027204,0.15532,-0.00058806,0.0010403,0.10446,
-0.23629,-0.014984,0.14781,-0.00062513,0.00102,0.10466,
-0.065988,-0.015576,0.095002,-0.00063109,0.00099766,0.1048,
0.14103,-0.021928,0.008098,-0.0005933,0.00097442,0.10499,
0.3836,-0.027456,-0.064009,-0.00058687,0.00091302,0.10525,
0.60637,-0.034495,-0.07108,-0.00061643,0.0008173,0.10547,
0.76706,-0.044329,-0.023185,-0.00061405,0.00068915,0.10565,
0.87569,-0.0518,0.014194,-0.0005827,0.00053406,0.10586,
0.95454,-0.051067,0.0031196,-0.00056052,0.00038254,0.10608,
0.99966,-0.04073,-0.0279,-0.00056827,0.00031292,0.10631,
0.99875,-0.025764,-0.046563,-0.00059462,0.00032282,0.10654,
0.95338,-0.014889,-0.065957,-0.00061524,0.00037706,0.10681,
0.8609,-0.010518,-0.09765,-0.0006094,0.00046027,0.10719,
0.69971,-0.0058206,-0.10872,-0.00057924,0.00056231,0.10766,
0.46216,0.0013812,-0.072324,-0.00058794,0.00063753,0.10812,
0.19053,0.002345,-0.018008,-0.0006057,0.00067818,0.10855,
-0.046192,-0.0053707,0.014537,-0.00059927,0.00068355,0.10889,
-0.20869,-0.0083394,0.032891,-0.00058126,0.00069189,0.10917,
-0.30526,0.0023526,0.058851,-0.00054467,0.00069773,0.10945,
-0.36373,0.015137,0.074088,-0.00053751,0.00067449,0.10977,
-0.40469,0.016593,0.044746,-0.00058436,0.00066125,0.1101,
-0.43652,0.012956,-0.019626,-0.00061107,0.00067747,0.11051,
-0.45839,0.017671,-0.065163,-0.00057828,0.00065494,0.11091,
-0.4659,0.02841,-0.047375,-0.00055289,0.0006274,0.11125,
-0.45959,0.032248,0.022305,-0.00057304,0.00063515,0.11151,
-0.44515,0.026179,0.0808,-0.0005914,0.0006516,0.11174,
-0.42462,0.018184,0.075635,-0.00058174,0.00070584,0.11201,
-0.39512,0.012765,0.027884,-0.00054097,0.00073743,0.11226,
-0.35871,0.008334,0.0072273,-0.00051391,0.00072038,0.11248,
-0.32638,0.006573,0.03523,-0.00054669,0.00072515,0.11275,
-0.31139,0.011829,0.05147,-0.00058961,0.00075901,0.11308,
-0.32483,0.020444,-0.0012315,-0.00058377,0.0008173,0.11349,
-0.37054,0.022494,-0.092911,-0.00055504,0.00085354,0.11392,
-0.42921,0.017163,-0.14183,-0.00055325,0.00087237,0.11429,
-0.45438,0.014763,-0.11457,-0.00056922,0.00083697,0.11464,
-0.41064,0.019093,-0.058072,-0.00057328,0.0008136,0.11501,
-0.3175,0.020526,-0.036311,-0.00055885,0.00080204,0.11534,
-0.22936,0.013283,-0.060337,-0.00052047,0.0007751,0.11571,
-0.16879,0.0059084,-0.088248,-0.00052524,0.00074899,0.11608,
-0.10681,0.0050562,-0.078192,-0.000561,0.00072551,0.11647,
-0.015653,0.0024126,-0.025875,-0.00059068,0.00070715,0.11685,
0.08782,-0.010154,0.044537,-0.00066829,0.00069726,0.11717,
0.16648,-0.024654,0.10819,-0.00059032,0.00066125,0.11743,
0.2111,-0.02946,0.15482,-0.00038326,0.00062263,0.11761,
0.24352,-0.028416,0.18736,-0.00058758,0.00061989,0.11776,
0.27699,-0.035207,0.20733,-0.00069892,0.00064468,0.11785,
0.29387,-0.054323,0.20132,-0.00053024,0.00067329,0.11778,
0.27462,-0.076894,0.15429,-0.00046217,0.00069451,0.11748,
0.23745,-0.092548,0.078818,-0.00050855,0.00073862,0.11689,
0.2269,-0.098644,0.01297,-0.00059378,0.00079739,0.11623,
0.26105,-0.098005,-0.016884,-0.00062144,0.00082386,0.1157,
0.31027,-0.092358,-0.019203,-0.00056827,0.00084281,0.11531,
0.33466,-0.081523,-0.019752,-0.00052655,0.00086677,0.11486,
0.32401,-0.067885,-0.028477,-0.00063527,0.00085783,0.1144,
0.29446,-0.056878,-0.03257,-0.00053453,0.00083065,0.11394,
0.26786,-0.050904,-0.027429,-0.00051033,0.00081885,0.11346,
0.2642,-0.046668,-0.038526,-0.00060034,0.00076234,0.11302,
0.28961,-0.041517,-0.087709,-0.00053632,0.00068736,0.11263,
0.31757,-0.038077,-0.14864,-0.00050879,0.00063491,0.11225,
0.30718,-0.037789,-0.16936,-0.00056589,0.00061357,0.11195,
0.25361,-0.034815,-0.13697,-0.00055158,0.00062096,0.11165,
0.19376,-0.024094,-0.088192,-0.00057495,0.00063074,0.11137,
0.15242,-0.011216,-0.051111,-0.00057328,0.000646,0.11108,
0.11627,-0.0048861,-0.0083817,-0.0005697,0.00071681,0.11078,
0.069269,-0.0029781,0.062557,-0.00054693,0.0007726,0.11052,
0.016616,0.004348,0.1389,-0.00055361,0.00077128,0.11035,
-0.035053,0.019913,0.18067,-0.00056875,0.00077713,0.11019,
-0.085328,0.036263,0.19736,-0.00055206,0.00080228,0.11,
-0.12279,0.046236,0.23064,-0.00055683,0.0008086,0.10975,
-0.13356,0.050785,0.26016,-0.00056136,0.00079656,0.10943,
-0.13016,0.05623,0.19601,-0.00056779,0.00081336,0.10908,
-0.14492,0.067021,0.013658,-0.00056839,0.00083137,0.10869,
-0.1952,0.081262,-0.16424,-0.00057447,0.0008266,0.10821,
-0.27443,0.092378,-0.20262,-0.00054622,0.00086546,0.10772,
-0.37335,0.095873,-0.13125,-0.00052989,0.00092769,0.10731,
-0.4966,0.094296,-0.090892,-0.00055528,0.00099111,0.10699,
-0.65346,0.093984,-0.12786,-0.00054562,0.0010691,0.10672,
-0.82163,0.096536,-0.15141,-0.00051486,0.0011226,0.10651,
-0.92121,0.095442,-0.092681,-0.00053716,0.0011483,0.10635,
-0.86086,0.084057,0.0022332,-0.00057578,0.0011209,0.10618,
-0.62868,0.06616,0.062078,-0.00058103,0.0010786,0.10602,
-0.3031,0.052346,0.089026,-0.00056553,0.0010376,0.10591,
0.03895,0.044174,0.12481,-0.00055671,0.00098634,0.10575,
0.37779,0.031201,0.16911,-0.00053871,0.00094903,0.10555,
0.70278,0.0096088,0.1829,-0.00056517,0.00089598,0.10534,
0.97068,-0.0066001,0.15599,-0.00055218,0.00087023,0.10511,
1.1418,-0.0044051,0.12101,-0.00053716,0.00080276,0.10492,
1.2114,0.0055105,0.092481,-0.0005523,0.00065696,0.10475,
1.1805,-4.96E-05,0.037205,-0.00056422,0.0005132,0.10461,
1.0418,-0.024663,-0.062283,-0.00053942,0.00047195,0.10449,
0.82026,-0.046557,-0.14359,-0.00055516,0.00052917,0.10436,
0.58724,-0.04745,-0.11445,-0.00057352,0.00059152,0.10424,
0.397,-0.03375,0.025958,-0.00056732,0.00064898,0.10414,
0.23491,-0.023637,0.15637,-0.00056577,0.00070047,0.10405,
0.069216,-0.023604,0.15486,-0.00057387,0.00073016,0.10394,
-0.068614,-0.026141,0.029826,-0.00055504,0.00073171,0.10385,
-0.10794,-0.025012,-0.10278,-0.00054789,0.00067985,0.10379,
-0.036493,-0.023072,-0.15205,-0.0005542,0.00063229,0.10374,
0.079141,-0.024551,-0.11993,-0.00056314,0.00056732,0.10366,
0.17195,-0.027247,-0.056222,-0.0005486,0.00053382,0.10359,
0.22128,-0.026119,-0.0044426,-0.0005486,0.00049245,0.10356,
0.2192,-0.020523,0.007302,-0.00056314,0.0004828,0.10351,
0.15147,-0.014571,-0.027498,-0.00056076,0.00054431,0.10346,
0.027386,-0.013062,-0.079583,-0.00056112,0.00059879,0.10342,
-0.12408,-0.018972,-0.099607,-0.00055683,0.00059116,0.10341,
-0.29825,-0.030892,-0.059661,-0.0005604,0.0006007,0.10341,
-0.50148,-0.04096,0.021705,-0.00055695,0.00065076,0.10339,
-0.69261,-0.04125,0.091265,-0.00058734,0.00068736,0.10337,
-0.80457,-0.035321,0.10148,-0.00056684,0.00070071,0.10334,
-0.83333,-0.035767,0.051015,-0.0005641,0.00067365,0.10331,
-0.8394,-0.046111,-0.0069144,-0.00058162,0.0006547,0.10328,
-0.85239,-0.05481,0.0076851,-0.00059688,0.00068223,0.10324,
-0.84127,-0.052767,0.13959,-0.0005883,0.00072575,0.1032,
-0.78874,-0.04509,0.3164,-0.00055516,0.0007267,0.10317,
-0.72809,-0.038064,0.35999,-0.00057864,0.00072885,0.10316,
-0.68891,-0.02785,0.18087,-0.00058341,0.00076842,0.10316,
-0.66038,-0.012363,-0.058001,-0.00056827,0.00079179,0.10314,
-0.62563,-0.0010552,-0.11048,-0.00060213,0.00080097,0.10312,
-0.59127,0.00027644,0.029999,-0.00061262,0.00080752,0.10311,
-0.56693,0.0030296,0.14489,-0.0005852,0.00081611,0.10309,
-0.54551,0.018614,0.12342,-0.0005933,0.00081336,0.10308,
-0.51884,0.036389,0.079505,-0.00060689,0.00080371,0.10307,
-0.49433,0.036679,0.10961,-0.00061035,0.00079501,0.10305,
-0.48393,0.02097,0.14071,-0.00058973,0.00079143,0.10302,
-0.48627,0.0093593,0.083401,-0.00059533,0.00081003,0.103,
-0.48624,0.0093498,-0.037455,-0.0005914,0.00082397,0.103,
-0.4662,0.0089587,-0.17057,-0.00062299,0.00082123,0.103,
-0.41478,0.0026559,-0.30377,-0.0006237,0.00078678,0.103,
-0.3282,3.09E-05,-0.38191,-0.00060213,0.00075102,0.10301,
-0.20761,0.0029241,-0.3128,-0.00060523,0.00079715,0.103,
-0.061185,-0.00080355,-0.13747,-0.00061381,0.0008744,0.10299,
0.089041,-0.010715,-0.05605,-0.00062776,0.00091684,0.10296,
0.21251,-0.0061501,-0.17501,-0.00063491,0.0009141,0.10293,
0.29245,0.019927,-0.33946,-0.00062478,0.00088906,0.10291,
0.3403,0.042319,-0.3393,-0.00062096,0.00087118,0.10289,
0.38234,0.037857,-0.18743,-0.00061834,0.00084078,0.10288,
0.43114,0.01869,-0.056165,-0.00063241,0.00080156,0.10287,
0.47074,0.010587,-0.019148,-0.00063789,0.00078237,0.10287,
0.47528,0.016191,-0.0086585,-0.00064683,0.00079715,0.10286,
0.44782,0.022689,0.026271,-0.00064206,0.00081098,0.10285,
0.42968,0.028883,0.060013,-0.00063622,0.00083375,0.10284,
0.45508,0.039072,0.061009,-0.00065613,0.00085187,0.10285,
0.50661,0.0437,0.027252,-0.00065053,0.00083256,0.10285,
0.5359,0.031321,-0.024248,-0.000646,0.0007658,0.10284,
0.51913,0.010303,-0.056238,-0.00064278,0.00072467,0.10282,
0.47148,-0.002155,-0.039364,-0.00065219,0.00072813,0.10281,
0.41713,-0.0045375,-0.0019835,-0.00065279,0.00071418,0.10281,
0.369,-0.008277,-0.0039126,-0.00066566,0.00069118,0.10279,
0.33653,-0.017541,-0.055852,-0.0006752,0.00064433,0.10277,
0.33681,-0.024669,-0.11211,-0.00065076,0.0006218,0.10276,
0.38867,-0.022336,-0.13564,-0.00065219,0.0006609,0.10277,
0.49163,-0.012851,-0.12363,-0.00067973,0.00072956,0.10278,
0.61342,-0.0061873,-0.07913,-0.00067317,0.00072539,0.10277,
0.71101,-0.0097589,0.00055379,-0.00064087,0.00071502,0.10277,
0.76524,-0.018593,0.1092,-0.00066912,0.00070596,0.10277,
0.78243,-0.018653,0.22671,-0.00065815,0.00061762,0.10277,
0.76764,-0.0040326,0.32526,-0.00065255,0.00055361,0.10276,
0.71756,0.012812,0.37925,-0.00066245,0.00056815,0.10274,
0.63636,0.014538,0.37914,-0.00068319,0.00060439,0.10272,
0.53491,0.00075671,0.32879,-0.00067866,0.00064039,0.10271,
0.41348,-0.011042,0.22804,-0.00068867,0.0007025,0.10272,
0.26747,-0.0070696,0.085821,-0.00068116,0.00075412,0.10271,
0.11285,0.0070002,-0.045643,-0.00065637,0.00076735,0.1027,
-0.016874,0.015063,-0.09585,-0.0006578,0.00076914,0.10269,
-0.10543,0.010672,-0.059726,-0.00067043,0.00076687,0.10268,
-0.16659,0.0022261,-0.019871,-0.00067019,0.00072503,0.10268,
-0.21619,-0.0013655,-0.05133,-0.00064957,0.00067568,0.1027,
-0.25176,-0.0030599,-0.1307,-0.00065625,0.00065625,0.1027,
-0.26702,-0.010271,-0.18467,-0.00067306,0.00064158,0.1027,
-0.26578,-0.019295,-0.20517,-0.0006603,0.00065207,0.10268,
-0.25217,-0.016813,-0.24366,-0.00067043,0.00065899,0.10266,
-0.22455,0.0010453,-0.29709,-0.00067699,0.00064635,0.10263,
-0.1872,0.020592,-0.29488,-0.00065768,0.00063729,0.10262,
-0.15314,0.028773,-0.21996,-0.00065041,0.00063992,0.10264,
-0.12917,0.031379,-0.14763,-0.0006448,0.00065672,0.10266,
-0.11033,0.041415,-0.12349,-0.00063622,0.00067925,0.10269,
-0.093361,0.056217,-0.088701,-0.00065076,0.00070846,0.10268,
-0.086801,0.06236,0.012642,-0.00065017,0.00077701,0.10266,
-0.10334,0.058652,0.11875,-0.00064075,0.00084567,0.10265,
-0.14713,0.055065,0.1282,-0.00064182,0.00087893,0.10263,
-0.20912,0.050907,0.05962,-0.00065577,0.00090528,0.10261,
-0.26835,0.035312,0.030983,-0.00064147,0.00091207,0.1026,
-0.29825,0.010912,0.078224,-0.00062883,0.00087607,0.10258,
-0.28361,-0.0046873,0.10571,-0.00062501,0.00081766,0.10259,
-0.23641,-0.0058737,0.049108,-0.00063348,0.00078988,0.10259,
-0.18458,-0.0061552,-0.021005,-0.0006299,0.00078273,0.10258,
-0.14333,-0.011372,-0.014027,-0.00063229,0.00075281,0.10256,
-0.10783,-0.008055,0.048739,-0.00063324,0.00071847,0.10257,
-0.065877,0.010682,0.078505,-0.00062609,0.00070083,0.10258,
-0.00087076,0.028947,0.040759,-0.00063264,0.00070024,0.10259,
0.10137,0.031099,-0.017254,-0.00063205,0.00068796,0.10259,
0.22369,0.022011,-0.034681,-0.00060868,0.00065756,0.10261,
0.31489,0.012043,0.00019715,-0.00060308,0.00061309,0.1026,
0.34387,0.0012579,0.053592,-0.00060368,0.0005908,0.10258,
0.33531,-0.0093011,0.0967,-0.0006007,0.00056732,0.10257,
0.32668,-0.011125,0.13331,-0.00060689,0.0005604,0.10258,
0.31653,-0.0061848,0.17208,-0.00060654,0.00056446,0.10261,
0.28185,-0.01116,0.19723,-0.00059724,0.00056875,0.10263,
0.21835,-0.0305,0.18555,-0.00059474,0.00059223,0.10266,
0.13793,-0.045527,0.13244,-0.0005945,0.00062203,0.10266,
0.051366,-0.043842,0.045719,-0.00059259,0.00063348,0.10265,
-0.026611,-0.038807,-0.062574,-0.00058782,0.00062644,0.10264,
-0.079778,-0.044978,-0.16048,-0.00058544,0.00059438,0.10264,
-0.11304,-0.053532,-0.19815,-0.00058365,0.00057399,0.10263,
-0.1501,-0.048142,-0.15177,-0.0005796,0.00056899,0.10262,
-0.20002,-0.030372,-0.049563,-0.00057983,0.00058424,0.10261,
-0.24759,-0.014856,0.066449,-0.00056994,0.00059044,0.1026,
-0.27991,-0.0085759,0.18228,-0.00056839,0.00061572,0.10262,
-0.30182,-0.0054073,0.29221,-0.00057292,0.00067627,0.10265,
-0.32792,0.0031356,0.36616,-0.00055981,0.00075972,0.10265,
-0.37742,0.018064,0.36912,-0.00056648,0.00083125,0.10264,
-0.46339,0.033831,0.29101,-0.00057137,0.00086081,0.10265,
-0.56043,0.046168,0.14023,-0.00055599,0.00086963,0.10265,
-0.60122,0.054747,-0.051817,-0.00054455,0.00086677,0.10263,
-0.5458,0.057979,-0.20712,-0.00055099,0.00086045,0.1026,
-0.44231,0.053078,-0.24666,-0.00055754,0.00082397,0.10258,
-0.36686,0.045107,-0.18839,-0.0005585,0.00077665,0.10256,
-0.30607,0.047003,-0.13684,-0.00054967,0.00072634,0.10257,
-0.16483,0.063363,-0.14669,-0.00053871,0.00064683,0.10258,
0.093773,0.080669,-0.15639,-0.00053811,0.00058067,0.10258,
0.38505,0.081208,-0.086818,-0.00054502,0.00055718,0.10256,
0.60844,0.062738,0.042393,-0.00053978,0.00055957,0.10254,
0.74788,0.038279,0.12886,-0.0005275,0.00053453,0.10255,
0.82805,0.019703,0.10475,-0.00053608,0.00051522,0.10257,
0.84162,0.0074772,0.019014,-0.00054729,0.00053549,0.10256,
0.77534,-0.0050639,-0.010655,-0.00069463,0.00056958,0.10256,
0.65519,-0.022878,0.066771,-0.00049722,0.00057483,0.10257,
0.51264,-0.044891,0.17338,-0.00027072,0.00060153,0.10257,
0.34527,-0.064701,0.19985,-0.00061119,0.00065935,0.10255,
0.15148,-0.07613,0.13479,-0.00063002,0.00070322,0.10255,
-0.033217,-0.081625,0.051134,-0.00040221,0.00073242,0.10257,
-0.17223,-0.091886,-0.010483,-0.00045788,0.00074744,0.10255,
-0.26897,-0.11074,-0.075792,-0.00052905,0.00077403,0.10254,
-0.34343,-0.12493,-0.16017,-0.00053179,0.00077951,0.10253,
-0.39784,-0.11938,-0.23465,-0.0005182,0.00076544,0.10252,
-0.42884,-0.099236,-0.28248,-0.0004952,0.0007627,0.10253,
-0.44619,-0.083374,-0.31808,-0.00051999,0.00075185,0.10253,
-0.45936,-0.077633,-0.32747,-0.00049007,0.00074244,0.10252,
-0.46546,-0.0698,-0.25885,-0.00049913,0.00072765,0.10251,
-0.46162,-0.051793,-0.10965,-0.00054812,0.00072074,0.10251,
-0.45303,-0.029933,0.031828,-0.00049055,0.00072765,0.10252,
-0.44389,-0.010301,0.080437,-0.00049448,0.00072467,0.10253,
-0.43359,0.0088334,0.060861,-0.00058007,0.00070071,0.10253,
-0.42207,0.025589,0.068557,-0.00051081,0.00067544,0.10251,
-0.40877,0.032507,0.13089,-0.0003705,0.00066805,0.10251,
-0.38884,0.031846,0.16464,-0.00055099,0.00068521,0.10251,
-0.3593,0.037369,0.095449,-0.00059295,0.00067472,0.1025,
-0.32671,0.053685,-0.033111,-0.00048137,0.00067139,0.10249,
-0.3014,0.066732,-0.11513,-0.00042963,0.00069821,0.10248,
-0.28419,0.063165,-0.10303,-0.00043714,0.00071037,0.10248,
-0.26362,0.049253,-0.025206,-0.0005492,0.00072098,0.10248,
-0.22861,0.04124,0.061772,-0.00052893,0.00071394,0.10247,
-0.18277,0.04376,0.084606,-0.00041175,0.00069952,0.10246,
-0.14259,0.048147,-0.010514,-0.00044847,0.0007211,0.10247,
-0.11974,0.048918,-0.16553,-0.00058198,0.00075471,0.10246,
-0.10792,0.050344,-0.23557,-0.00051689,0.00076568,0.10246,
-0.089794,0.054982,-0.17589,-0.00043631,0.00075793,0.10247,
-0.055133,0.056666,-0.10969,-0.00050282,0.00074935,0.10247,
-0.010088,0.051025,-0.138,-0.00052881,0.00072432,0.10247,
0.030951,0.044749,-0.18985,-0.00052392,0.00070798,0.10247,
0.060195,0.046616,-0.14599,-0.00049341,0.00072265,0.10247,
0.080306,0.054367,-0.014408,-0.00047362,0.000718,0.10249,
0.094326,0.056809,0.1046,-0.00049579,0.00069535,0.10251,
0.099499,0.04594,0.15717,-0.00052559,0.00067627,0.1025,
0.09548,0.024284,0.16539,-0.00050831,0.00069177,0.10247,
0.089935,0.0034328,0.16098,-0.00048459,0.00076032,0.10246,
